GENE_NAME,GENE_SYMBOL,FLYBASE_PRIMARY,spot
CG10177,CG10177,FBgn0039083,3725
CG14419,CG14419,FBgn0029639,3726
CG9907,para,FBgn0003036,3727
CG3352,ft,FBgn0001075,3728
CG3361,mrt,FBgn0039507,3729
CG10463,CG10463,FBgn0032819,3730
CG33230,CG33230,FBgn0053230,3731
CG6394,GalNAc-T2,FBgn0030930,3732
CG1842,Dhc98D,FBgn0013813,3733
CG5102,da,FBgn0000413,3734
CG33206,l(1)G0168,FBgn0027287,3735
CG4709,CG4709,FBgn0032169,3736
CG17178,ACXE,FBgn0040506,3737
null,-,,3738
CG7946,CG7946,FBgn0039743,3739
CG7485,TyrR,FBgn0004514,3740
CG5422,Rox8,FBgn0005649,3741
CG8675,CG8675,FBgn0030834,3742
CG8540,Cyp316a1,FBgn0035790,3743
CG13902,CG13902,FBgn0035166,3744
CG1869,CG1869,FBgn0035398,3745
CG2202,CG2202,FBgn0030240,3746
CG4122,svr,FBgn0004648,3747
CG4918,RpLP2,FBgn0003274,3748
CG5455,CG5455,FBgn0039430,3749
CG11419,CG11419,FBgn0034231,3750
CG7896,CG7896,FBgn0039728,3751
CG4942,CG4942,FBgn0035960,3752
CG17337,CG17337,FBgn0033035,3753
CG14487,CG14487,FBgn0034272,3754
CG3726,CG3726,FBgn0029824,3755
CG3234,tim,FBgn0014396,3756
CG5553,DNAprim,FBgn0011425,3757
CG9674,CG9674,FBgn0036663,3758
CG5198,CG5198,FBgn0032250,3759
null,No Amplicon Gene Matches,,3760
CG5522,CG5522,FBgn0034158,3761
CG8073,Pmm45A,FBgn0033377,3762
CG5210,Chit,FBgn0013763,3763
CG5501,Myo95E,FBgn0039157,3764
CG31038,CG31038,FBgn0051038,3765
CG13390,CG13390,FBgn0032031,3766
CG18287,ppk19,FBgn0039679,3767
CG13400,D12,FBgn0027490,3768
CG32475,mthl8,FBgn0052475,3769
CG6703,Caki,FBgn0013759,3770
CG8877,CG8877,FBgn0033688,3771
CG2245,l(3)s1921,FBgn0011013,3772
CG2258,CG2258,FBgn0029997,3773
CG31875,CG31875,FBgn0051875,3774
CG30268,CG30268,FBgn0050268,3775
null,Amplicon Hits Multiple Gene Regions,,3776
CG5295,CG5295,FBgn0036449,3777
CG30046,CG30046,FBgn0050046,3778
null,-,,3779
CG6863,tok,FBgn0004885,3780
CG15270,CG15270,FBgn0028879,3781
CG16890,CG16890,FBgn0028932,3782
CG31072,CG31072,FBgn0051072,3783
CG5922,CG5922,FBgn0032983,3784
null,No Amplicon Gene Matches,,3785
CG6725,Sulf1,FBgn0040271,3786
CG2310,CG2310,FBgn0039665,3787
CG5917,CG5917,FBgn0036215,3788
CG11525,CycG,FBgn0039858,3789
CG32953,CG32953,FBgn0052953,3790
CG14948,dpr18,FBgn0030723,3791
CG5010,CG5010,FBgn0030821,3792
CG7283,RpL10Ab,FBgn0036213,3793
CG32056,CG32056,FBgn0052056,3794
CG6824,ovo,FBgn0003028,3795
CG6330,CG6330,FBgn0039464,3796
CG8095,scb,FBgn0003328,3797
CG13031,CG13031,FBgn0036655,3798
CG7407,CG7407,FBgn0037134,3799
CG14457,CG14457,FBgn0037174,3800
CG17273,CG17273,FBgn0027493,3801
CG15870,CG15870,FBgn0033798,3802
CG17762,tomosyn,FBgn0030412,3803
CG12826,CG12826,FBgn0033207,3804
CG12534,CG12534,FBgn0031068,3805
CG8318,Nf1,FBgn0015269,3806
null,Amplicon Hits Multiple Gene Regions,,3807
CG1919,CG1919,FBgn0035281,3808
CG6540,CG6540,FBgn0030943,3809
CG6580,Jon65Aii,FBgn0035666,3810
CG8849,mRpL24,FBgn0031651,3811
null,No Amplicon Gene Matches,,3812
CG12728,CG12728,FBgn0029825,3813
CG18675,CG18675,FBgn0040696,3814
CG17119,CG17119,FBgn0039045,3815
CG14323,CG14323,FBgn0038529,3816
CG30414,CG30414,FBgn0050414,3817
CG10822,CG10822,FBgn0034478,3818
CG3893,CG3893,FBgn0036826,3819
null,Amplicon Hits Multiple Gene Regions,,3820
CG16910,key,FBgn0041205,3821
CG7772,CG7772,FBgn0030883,3822
CG3570,CG3570,FBgn0035035,3823
CG17219,CG17219,FBgn0031494,3824
CG13227,CG13227,FBgn0033589,3825
CG32921,CG32921,FBgn0052921,3826
CG13919,CG13919,FBgn0035248,3827
CG10638,CG10638,FBgn0036290,3828
CG9212,Nipsnap,FBgn0030724,3829
null,-,,3830
CG14072,CG14072,FBgn0032318,3831
CG5572,CG5572,FBgn0039548,3832
CG14104,CG14104,FBgn0040786,3833
CG10706,SK,FBgn0029761,3834
CG8175,Mtk,FBgn0014865,3835
null,-,,3836
CG15404,CG15404,FBgn0031512,3837
null,No Amplicon Gene Matches,,3838
CG9466,CG9466,FBgn0032068,3839
CG4692,CG4692,FBgn0035032,3840
CG2986,oho23B,FBgn0015521,3841
CG10039,CG10039,FBgn0031581,3842
CG6736,,FBgn0036048,3843
CG7630,CG7630,FBgn0040793,3844
CG13658,CG13658,FBgn0039315,3845
CG7770,CG7770,FBgn0036918,3846
CG1856,ttk,FBgn0003870,3847
CG31100,CG31100,FBgn0051100,3848
CG10244,Cad96Ca,FBgn0022800,3849
CG9755,pum,FBgn0003165,3850
CG13695,gk,FBgn0020300,3851
CG15653,CG15653,FBgn0034578,3852
CG3420,CG3420,FBgn0033100,3853
CG3161,Vha16,FBgn0004145,3854
null,No Amplicon Gene Matches,,3855
CG7855,timeout,FBgn0038118,3856
CG13988,CG13988,FBgn0040951,3857
CG12462,CG12462,FBgn0029675,3858
CG31646,CG31646,FBgn0051646,3859
CG12541,CG12541,FBgn0029930,3860
CG18404,CG18404,FBgn0039761,3861
CG15224,CkII&bgr;,FBgn0000259,3862
CG1086,Glut1,FBgn0025593,3863
CG9030,CG9030,FBgn0030599,3864
CG7540,M6,FBgn0037092,3865
CG12442,CG12442,FBgn0033770,3866
CG16985,CG16985,FBgn0035355,3867
CG16844,IM3,FBgn0040736,3868
CG12825,CG12825,FBgn0033221,3869
CG10311,CG10311,FBgn0038420,3870
CG3265,Eb1,FBgn0027066,3871
CG18281,CG18281,FBgn0037003,3872
null,-,,3873
CG18537,CG18537,FBgn0034323,3874
CG17760,CG17760,FBgn0033756,3875
CG4896,CG4896,FBgn0031319,3876
CG18740,mor,FBgn0002783,3877
CG12897,CG12897,FBgn0033517,3878
CG8777,CG8777,FBgn0033376,3879
CG3915,Drl-2,FBgn0033791,3880
CG2714,crm,FBgn0000376,3881
CG5080,CG5080,FBgn0031313,3882
CG32972,CG32972,FBgn0028905,3883
CG11658,CG11658,FBgn0036196,3884
CG10702,CG10702,FBgn0032752,3885
CG15116,CG15116,FBgn0034415,3886
CG3161,Vha16,FBgn0004145,3887
CG7855,timeout,FBgn0038118,3888
null,spotting_soln,null,3889
CG4027,Act5C,FBgn0000042,3890
null,spotting_soln,null,3891
null,Ambion_Spike_5,null,3892
null,Ambion_Spike_6,null,3893
Scer\FLP1,Scer\FLP1,FBgn0014444,3894
T:Ecol\lacZ,T:Ecol\lacZ,FBgn0015311,3895
null,Arab_Spike_34,null,3896
null,No Amplicon Gene Matches,,3897
CG10702,CG10702,FBgn0032752,3898
null,-,,3899
CG9211,CG9211,FBgn0031872,3900
CG9310,Hnf4,FBgn0004914,3901
CG15169,CG15169,FBgn0032734,3902
CG14060,CG14060,FBgn0036683,3903
CG14062,CG14062,FBgn0039592,3904
CG10697,Ddc,FBgn0000422,3905
CG18543,mtrm,FBgn0010431,3906
CG7479,Aats-leu,FBgn0027085,3907
CG17600,CG17600,FBgn0031195,3908
CG18343,CG18343,FBgn0033683,3909
CG9232,CG9232,FBgn0031845,3910
CG7958,tna,FBgn0026160,3911
CG14095,CG14095,FBgn0036870,3912
CG15236,CG15236,FBgn0033108,3913
CG7720,CG7720,FBgn0038652,3914
CG17662,CG17662,FBgn0034884,3915
CG4098,CG4098,FBgn0036648,3916
CG2774,CG2774,FBgn0031534,3917
CG6118,CG6118,FBgn0038339,3918
CG8395,Rrp42,FBgn0034065,3919
CG12177,CG12177,FBgn0030510,3920
CG4272,CG4272,FBgn0028485,3921
CG15027,CG15027,FBgn0030611,3922
CG11176,CG11176,FBgn0030503,3923
CG6992,GluRIIA,FBgn0004620,3924
CG1738,CG1738,FBgn0030291,3925
CG8606,RhoGEF4,FBgn0035761,3926
CG4141,Pi3K92E,FBgn0015279,3927
CG4413,CG4413,FBgn0038767,3928
CG12071,CG12071,FBgn0039808,3929
CG6040,CG6040,FBgn0038679,3930
CG9492,CG9492,FBgn0037726,3931
CG33152,hbn,FBgn0008636,3932
CG2985,Yp1,FBgn0004045,3933
CG6347,CG6347,FBgn0033874,3934
CG6216,CG6216,FBgn0036139,3935
CG13040,CG13040,FBgn0036608,3936
CG3682,PIP5K59B,FBgn0034789,3937
CG6050,EfTuM,FBgn0024556,3938
CG7643,Mps1,FBgn0038534,3939
CG1078,CG1078,FBgn0037255,3940
CG9797,CG9797,FBgn0037621,3941
CG17378,CG17378,FBgn0031858,3942
CG11231,CG11231,FBgn0039939,3943
CG17332,VhaSFD,FBgn0027779,3944
CG18506,CG18506,FBgn0035079,3945
CG4554,CG4554,FBgn0034734,3946
CG7392,Cka,FBgn0044323,3947
CG31037,CG31037,FBgn0051037,3948
CG6358,Xpac,FBgn0004832,3949
CG13480,Leucokinin,FBgn0028418,3950
CG2943,CG2943,FBgn0037530,3951
CG5554,CG5554,FBgn0034914,3952
CG11638,CG11638,FBgn0040351,3953
CG2163,Pabp2,FBgn0005648,3954
CG7785,CG7785,FBgn0038564,3955
CG3002,CG3002,FBgn0030141,3956
CG4070,Tis11,FBgn0011837,3957
CG16869,Ance-2,FBgn0032535,3958
CG3606,caz,FBgn0011571,3959
CG5895,CG5895,FBgn0036560,3960
CG10888,Rh3,FBgn0003249,3961
CG8269,Dmn,FBgn0021825,3962
CG6608,CG6608,FBgn0037852,3963
CG6752,CG6752,FBgn0038296,3964
CG10578,DnaJ-1,FBgn0015657,3965
CG1620,CG1620,FBgn0033183,3966
CG10234,Hs2st,FBgn0024230,3967
CG1116,CG1116,FBgn0037297,3968
CG7298,CG7298,FBgn0036948,3969
CG10904,CG10904,FBgn0034945,3970
CG30143,CG30143,FBgn0050143,3971
CG5516,CG5516,FBgn0038389,3972
CG5254,CG5254,FBgn0040383,3973
CG6551,fu,FBgn0001079,3974
CG30420,CG30420,FBgn0050420,3975
CG31388,CG31388,FBgn0051388,3976
CG15618,CG15618,FBgn0031077,3977
CG5849,CG5849,FBgn0038897,3978
CG32529,CG32529,FBgn0052529,3979
CG30419,CG30419,FBgn0050419,3980
CG31665,CG31665,FBgn0051665,3981
CG10701,Moe,FBgn0011661,3982
CG6302,l(3)01239,FBgn0010741,3983
CG9559,fog,FBgn0000719,3984
CG8968,CG8968,FBgn0039400,3985
CG12133,CG12133,FBgn0033469,3986
CG10749,CG10749,FBgn0036328,3987
CG7156,CG7156,FBgn0038588,3988
CG32737,CG32737,FBgn0052737,3989
CG10764,CG10764,FBgn0034221,3990
CG7397,CG7397,FBgn0038543,3991
CG31915,CG31915,FBgn0051915,3992
CG8994,exu,FBgn0000615,3993
CG31081,CG31081,FBgn0051081,3994
CG2533,CG2533,FBgn0030319,3995
CG14252,CG14252,FBgn0039462,3996
CG5656,CG5656,FBgn0037083,3997
CG2898,CG2898,FBgn0030195,3998
CG10772,Fur1,FBgn0004509,3999
CG13037,mRpS34,FBgn0036613,4000
CG14714,CG14714,FBgn0037929,4001
CG14291,CG14291,FBgn0038660,4002
Barcode Element,,,4003
CG14846,CG14846,FBgn0038227,4004
CG14309,CG14309,FBgn0038611,4005
CG9018,CG9018,FBgn0035318,4006
CG14860,CG14860,FBgn0038273,4007
CG5937,CG5937,FBgn0029834,4008
CG4123,Mipp1,FBgn0026061,4009
CG13923,CG13923,FBgn0035277,4010
Barcode Element,,,4011
CG4148,wek,FBgn0001990,4012
CG8704,dpn,FBgn0010109,4013
CG15378,lectin-22C,FBgn0040105,4014
CG15385,CG15385,FBgn0031397,4015
CG14889,CG14889,FBgn0038443,4016
CG12075,CG12075,FBgn0030065,4017
CG7297,pgant8,FBgn0036529,4018
CG17907,Ace,FBgn0000024,4019
CG12020,CG12020,FBgn0035273,4020
CG3496,vir,FBgn0003977,4021
CG10706,SK,FBgn0029761,4022
CG1503,CG1503,FBgn0031157,4023
CG15439,CG15439,FBgn0031606,4024
null,-,,4025
CG7631,CG7631,FBgn0028945,4026
CG4734,CG4734,FBgn0033826,4027
CG3182,sei,FBgn0003353,4028
CG7066,CG7066,FBgn0035869,4029
CG9257,CG9257,FBgn0032916,4030
CG15816,CG15816,FBgn0030866,4031
CG31183,CG31183,FBgn0051183,4032
CG11401,Trxr-2,FBgn0037170,4033
CG11798,chn,FBgn0015371,4034
CG4744,CG4744,FBgn0033834,4035
CG7526,CG7526,FBgn0035798,4036
CG11237,Oseg6,FBgn0034452,4037
CG12946,CG12946,FBgn0037750,4038
CG8031,CG8031,FBgn0038110,4039
CG33099,CG33099,FBgn0053099,4040
CG33196,dp,FBgn0053196,4041
CG9839,CG9839,FBgn0037633,4042
CG6322,CG6322,FBgn0036733,4043
CG11992,Rel,FBgn0014018,4044
CG11983,CG11983,FBgn0037654,4045
CG5165,Pgm,FBgn0003076,4046
CG12960,CG12960,FBgn0034023,4047
CG5125,ninaC,FBgn0002938,4048
CG3164,CG3164,FBgn0025683,4049
CG10163,CG10163,FBgn0035697,4050
CG10171,CG10171,FBgn0036353,4051
CG1048,zen2,FBgn0004054,4052
CG3022,GABA-B-R3,FBgn0031275,4053
CG3429,swa,FBgn0003655,4054
CG15865,CG15865,FBgn0015336,4055
CG32791,CG32791,FBgn0052791,4056
CG9926,CG9926,FBgn0038190,4057
CG4157,Rpn12,FBgn0028693,4058
CG8443,CG8443,FBgn0034087,4059
CG17786,CG17786,FBgn0039167,4060
CG2924,CG2924,FBgn0023528,4061
CG18402,InR,FBgn0013984,4062
CG1212,p130CAS,FBgn0035101,4063
null,-,,4064
CG6417,Oatp33Eb,FBgn0032435,4065
CG12111,CG12111,FBgn0030050,4066
null,-,,4067
CG32138,CG32138,FBgn0052138,4068
CG30118,CG30118,FBgn0050118,4069
CG7788,Ice,FBgn0019972,4070
CG6464,salm,FBgn0004579,4071
CG10154,CG10154,FBgn0036361,4072
CG16904,CG16904,FBgn0037763,4073
CG6451,blue,FBgn0041161,4074
CG3611,CG3611,FBgn0035069,4075
CG12393,CG12393,FBgn0031768,4076
CG6479,CG6479,FBgn0036710,4077
CG10253,CG10253,FBgn0033983,4078
CG2238,Ef2b,FBgn0000559,4079
CG10263,CG10263,FBgn0032812,4080
CG6501,Ngp,FBgn0034243,4081
CG10559,CG10559,FBgn0039323,4082
CG3421,RhoGAP93B,FBgn0038853,4083
CG11811,CG11811,FBgn0036099,4084
CG18548,GstD10,FBgn0042206,4085
CG11886,Slbp,FBgn0041186,4086
CG10584,CG10584,FBgn0037045,4087
CG3431,Uch-L3,FBgn0011327,4088
CG30342,CG30342,FBgn0050342,4089
CG5020,CLIP-190,FBgn0020503,4090
CG5216,Sir2,FBgn0024291,4091
CG6802,Cyp313a4,FBgn0038076,4092
null,No Amplicon Gene Matches,,4093
CG3961,CG3961,FBgn0036821,4094
CG3752,CG3752,FBgn0032114,4095
null,-,,4096
CG8474,Meics,FBgn0025874,4097
CG2248,Rac1,FBgn0010333,4098
null,Amplicon Hits Multiple Gene Regions,,4099
CG6824,ovo,FBgn0003028,4100
CG6814,Mat89Bb,FBgn0020407,4101
CG6556,cnk,FBgn0021818,4102
CG31344,CG31344,FBgn0051344,4103
CG17724,CG17724,FBgn0033802,4104
CG6605,BicD,FBgn0000183,4105
CG6600,CG6600,FBgn0035672,4106
CG6602,CG6602,FBgn0035673,4107
null,-,,4108
CG4007,Nrk,FBgn0020391,4109
CG1406,U2A,FBgn0033210,4110
CG3522,Start1,FBgn0035028,4111
CG3766,scat,FBgn0011232,4112
CG32951,CG32951,FBgn0052951,4113
CG31663,CG31663,FBgn0051663,4114
CG7186,SAK,FBgn0026371,4115
null,Amplicon Hits Multiple Gene Regions,,4116
CG7484,CG7484,FBgn0036745,4117
CG11106,CG11106,FBgn0030280,4118
CG3860,CG3860,FBgn0034951,4119
CG3911,CG3911,FBgn0035992,4120
CG9480,Glycogenin,FBgn0034603,4121
CG10165,CG10165,FBgn0032801,4122
CG5061,capt,FBgn0028388,4123
CG4743,CG4743,FBgn0039357,4124
CG7629,AttD,FBgn0038530,4125
CG1902,CG1902,FBgn0033434,4126
CG4476,CG4476,FBgn0035969,4127
CG9919,CG9919,FBgn0030742,4128
null,-,,4129
CG12852,CG12852,FBgn0039573,4130
CG1349,dj-1&bgr;,FBgn0039802,4131
CG13120,CG13120,FBgn0032142,4132
CG13106,Or30a,FBgn0032096,4133
CG9101,CG9101,FBgn0030622,4134
CG2147,CG2147,FBgn0030025,4135
CG5499,His2Av,FBgn0001197,4136
CG17686,DIP1,FBgn0024807,4137
null,-,,4138
CG12676,ed,FBgn0000547,4139
CG9444,CG9444,FBgn0037730,4140
CG1631,CG1631,FBgn0031101,4141
CG7035,Cbp80,FBgn0022942,4142
CG7603,CG7603,FBgn0036726,4143
CG4204,Elongin-B,FBgn0023212,4144
CG12519,CG12519,FBgn0036872,4145
CG15403,CG15403,FBgn0031504,4146
CG14526,CG14526,FBgn0027578,4147
CG10874,CG10874,FBgn0031395,4148
CG8243,CG8243,FBgn0033349,4149
CG14977,CG14977,FBgn0035469,4150
CG10618,CG10618,FBgn0045761,4151
null,Amplicon Hits Multiple Gene Regions,,4152
CG8732,l(2)44DEa,FBgn0010609,4153
CG5414,CG5414,FBgn0036569,4154
CG31764,CG31764,FBgn0043841,4155
CG12110,Pld,FBgn0033075,4156
CG11836,CG11836,FBgn0039272,4157
CG32474,dys,FBgn0039411,4158
CG13860,CG13860,FBgn0038939,4159
CG8085,RN-tre,FBgn0020620,4160
CG10078,Prat2,FBgn0041194,4161
null,No Amplicon Gene Matches,,4162
null,-,,4163
CG12274,CG12274,FBgn0039546,4164
CG30158,CG30158,FBgn0050158,4165
CG12521,CG12521,FBgn0040816,4166
null,-,,4167
CG6680,CG6680,FBgn0036968,4168
CG8629,CG8629,FBgn0035742,4169
CG11516,CG11516,FBgn0039661,4170
CG5708,CG5708,FBgn0032196,4171
CG14890,CG14890,FBgn0038444,4172
CG10021,bowl,FBgn0004893,4173
CG31057,tau,FBgn0051057,4174
CG12929,CG12929,FBgn0033429,4175
CG4485,Cyp9b1,FBgn0015038,4176
CG13715,CG13715,FBgn0035564,4177
CG9875,CG9875,FBgn0034850,4178
CG11286,CG11286,FBgn0037516,4179
CG9983,Hrb98DE,FBgn0001215,4180
CG33158,CG33158,FBgn0053158,4181
CG33141,sns,FBgn0024189,4182
CG7424,RpL36A,FBgn0031980,4183
CG12357,Cbp20,FBgn0022943,4184
CG13490,CG13490,FBgn0034673,4185
null,No Amplicon Gene Matches,,4186
null,No Amplicon Gene Matches,,4187
CG15120,CG15120,FBgn0034454,4188
CG5566,CG5566,FBgn0039550,4189
CG13603,CG13603,FBgn0039135,4190
CG31284,CG31284,FBgn0051284,4191
CG1274,Jafrac2,FBgn0040308,4192
CG10840,eIF5B,FBgn0026259,4193
CG18803,Psn,FBgn0019947,4194
CG31232,CG31232,FBgn0051232,4195
null,No Amplicon Gene Matches,,4196
CG15553,CG15553,FBgn0039817,4197
CG33085,CG33085,FBgn0053085,4198
CG18223,CG18223,FBgn0036832,4199
CG2977,inx7,FBgn0027106,4200
null,ND5,,4201
null,ND4L,,4202
Barcode Element,,,4203
CG2244,MTA1-like,FBgn0027951,4204
CG14513,yem&agr;,FBgn0005596,4205
null,-,,4206
CG11051,Nplp2,FBgn0040813,4207
null,No Amplicon Gene Matches,,4208
CG3411,bs,FBgn0004101,4209
CG14772,CG14772,FBgn0029577,4210
CG4821,Tequila,FBgn0023479,4211
CG15067,CG15067,FBgn0034331,4212
null,spotting_soln,null,4213
CG4027,Act5C,FBgn0000042,4214
null,spotting_soln,null,4215
null,Ambion_Spike_7,null,4216
null,Ambion_Spike_8,null,4217
null,no_primer,null,4218
T:Scer\GAL4,T:Scer\GAL4,FBgn0026021,4219
null,spotting_soln,null,4220
CG9397,1.28,FBgn0010347,4221
CG2124,CG2124,FBgn0030217,4222
CG2381,Syt7,FBgn0039900,4223
CG4285,CG4285,FBgn0038310,4224
CG8093,CG8093,FBgn0033999,4225
CG10734,CG10734,FBgn0034082,4226
CG3771,a6,FBgn0023130,4227
CG7148,CG7148,FBgn0046301,4228
CG1973,CG1973,FBgn0039692,4229
CG32809,CG32809,FBgn0023531,4230
CG15186,CG15186,FBgn0037448,4231
CG12307,CG12307,FBgn0032370,4232
CG4041,CG4041,FBgn0029736,4233
CG2691,CG2691,FBgn0030504,4234
CG3825,CG3825,FBgn0034948,4235
CG9615,CG9615,FBgn0037569,4236
CG10801,CG10801,FBgn0029660,4237
CG10806,CG10806,FBgn0031865,4238
CG9998,U2af50,FBgn0005411,4239
CG33542,upd3,FBgn0053542,4240
CG17199,CG17199,FBgn0038775,4241
CG6965,mthl5,FBgn0037960,4242
CG14228,Mer,FBgn0013951,4243
CG1461,CG1461,FBgn0030558,4244
CG9527,CG9527,FBgn0031813,4245
CG12870,CG12870,FBgn0039570,4246
CG18631,CG18631,FBgn0034239,4247
CG7570,hale,FBgn0036924,4248
CG7994,CG7994,FBgn0037599,4249
CG12920,CG12920,FBgn0033481,4250
CG12052,lola,FBgn0005630,4251
CG7342,CG7342,FBgn0038716,4252
CG10347,CG10347,FBgn0030342,4253
CG6476,Su(var)3-9,FBgn0003600,4254
CG8134,CG8134,FBgn0030671,4255
CG6264,Best1,FBgn0040238,4256
CG31795,ia2,FBgn0031294,4257
CG12287,pdm2,FBgn0004394,4258
CG8546,CG8546,FBgn0035785,4259
CG9498,CG9498,FBgn0031801,4260
CG16700,CG16700,FBgn0030816,4261
CG14430,CG14430,FBgn0029927,4262
CG13332,CG13332,FBgn0033851,4263
CG32940,Pif1,FBgn0052940,4264
CG2043,Lcp3,FBgn0002534,4265
CG9842,Pp2B-14D,FBgn0011826,4266
CG11956,SP1029,FBgn0040282,4267
CG11975,CG11975,FBgn0037648,4268
CG10440,CG10440,FBgn0034636,4269
CG2304,Trc8,FBgn0039668,4270
CG6633,Ugt86Dd,FBgn0040256,4271
CG4302,CG4302,FBgn0027073,4272
null,-,,4273
CG12625,CG12625,FBgn0030282,4274
CG18578,Ugt86Da,FBgn0040259,4275
CG8949,CG8949,FBgn0030812,4276
CG6705,tsl,FBgn0003867,4277
CG12441,CG12441,FBgn0032185,4278
CG13144,CG13144,FBgn0032260,4279
CG12782,CG12782,FBgn0034838,4280
CG5384,CG5384,FBgn0032216,4281
CG3250,Os-C,FBgn0010401,4282
CG11357,CG11357,FBgn0035558,4283
CG32137,CG32137,FBgn0052137,4284
CG31043,gukh,FBgn0026239,4285
CG5974,pll,FBgn0010441,4286
CG1915,sls,FBgn0003432,4287
CG1916,Wnt2,FBgn0004360,4288
CG3665,Fas2,FBgn0000635,4289
CG1340,CG1340,FBgn0039797,4290
CG7079,CG7079,FBgn0038849,4291
CG6544,fau,FBgn0020439,4292
CG12942,CG12942,FBgn0033569,4293
CG8631,msl-3,FBgn0002775,4294
CG5282,CG5282,FBgn0036986,4295
CG30375,CG30375,FBgn0050375,4296
CG6598,Fdh,FBgn0011768,4297
CG10681,CG10681,FBgn0036291,4298
null,Amplicon Hits Multiple Gene Regions,,4299
CG5714,ecd,FBgn0000543,4300
CG6653,Ugt86De,FBgn0040255,4301
CG3604,CG3604,FBgn0031562,4302
CG30020,CG30020,FBgn0050020,4303
CG14650,CG14650,FBgn0037252,4304
CG5863,CG5863,FBgn0038507,4305
CG9403,jing,FBgn0041145,4306
CG9280,Glt,FBgn0001114,4307
CG15252,CG15252,FBgn0030167,4308
CG15262,CG15262,FBgn0028852,4309
CG7917,Nlp,FBgn0016685,4310
CG1212,p130CAS,FBgn0035101,4311
CG8398,CG8398,FBgn0035708,4312
CG14717,CG14717,FBgn0037938,4313
CG15643,CG15643,FBgn0030654,4314
CG5263,smg,FBgn0016070,4315
CG6120,Tsp96F,FBgn0027865,4316
CG3838,CG3838,FBgn0032130,4317
null,Amplicon Hits Multiple Gene Regions,,4318
Barcode Element,,,4319
CG4576,CG4576,FBgn0038366,4320
CG31410,CG31410,FBgn0051410,4321
CG3858,gcm2,FBgn0019809,4322
CG5080,CG5080,FBgn0031313,4323
CG9951,CG9951,FBgn0036671,4324
CG2380,NfI,FBgn0042696,4325
CG17183,Trap25,FBgn0035149,4326
Barcode Element,,,4327
CG10198,Nup98,FBgn0039120,4328
CG12502,CG12502,FBgn0035171,4329
CG12245,gcm,FBgn0014179,4330
CG4398,CG4398,FBgn0034126,4331
CG32512,CG32512,FBgn0052512,4332
CG16965,CG16965,FBgn0032387,4333
CG6210,MRP,FBgn0036141,4334
Barcode Element,,,4335
CG13126,CG13126,FBgn0032168,4336
CG11799,Mnf,FBgn0036134,4337
CG5993,os,FBgn0004956,4338
CG15864,CG15864,FBgn0040528,4339
CG4679,CG4679,FBgn0033816,4340
CG6026,CG6026,FBgn0038676,4341
CG4659,Srp54k,FBgn0010747,4342
CG2788,Dot,FBgn0015663,4343
CG3027,pyd3,FBgn0037513,4344
CG6240,CG6240,FBgn0038714,4345
CG2478,CG2478,FBgn0032872,4346
CG17223,&agr;4GT1,FBgn0031491,4347
CG15032,CG15032,FBgn0030626,4348
CG11513,armi,FBgn0041164,4349
CG9505,CG9505,FBgn0031805,4350
null,Amplicon Hits Multiple Gene Regions,,4351
CG15546,CG15546,FBgn0039807,4352
CG9512,CG9512,FBgn0030593,4353
CG3060,mr,FBgn0002791,4354
CG7771,sim,FBgn0004666,4355
CG9521,CG9521,FBgn0030588,4356
CG4282,CG4282,FBgn0034114,4357
CG10361,CG10361,FBgn0036208,4358
CG10367,Hmgcr,FBgn0001205,4359
CG9272,CG9272,FBgn0032907,4360
CG33490,CG33490,FBgn0053490,4361
CG1317,CG1317,FBgn0035333,4362
CG10385,msl-1,FBgn0005617,4363
CG3443,pcx,FBgn0003048,4364
CG7229,CG7229,FBgn0034423,4365
CG4820,CG4820,FBgn0037876,4366
CG4600,yip2,FBgn0040064,4367
CG10988,l(1)dd4,FBgn0001612,4368
CG1768,dia,FBgn0011202,4369
CG1968,CG1968,FBgn0033401,4370
CG17327,CG17327,FBgn0038107,4371
CG16733,CG16733,FBgn0037665,4372
CG4840,CG4840,FBgn0033840,4373
CG32564,CG32564,FBgn0052564,4374
CG17109,CG17109,FBgn0039051,4375
CG4849,CG4849,FBgn0039566,4376
CG4599,Tpr2,FBgn0032586,4377
CG12011,CG12011,FBgn0035257,4378
CG12073,5-HT7,FBgn0004573,4379
CG8345,Cyp6w1,FBgn0033065,4380
CG31097,CG31097,FBgn0051097,4381
CG11342,CG11342,FBgn0035537,4382
CG11055,CG11055,FBgn0034491,4383
CG5371,RnrL,FBgn0011703,4384
CG8173,CG8173,FBgn0030864,4385
CG5381,CG5381,FBgn0032218,4386
CG13154,CG13154,FBgn0033736,4387
CG2158,CG2158,FBgn0033264,4388
CG5394,Aats-glupro,FBgn0005674,4389
CG14444,CG14444,FBgn0029879,4390
CG5118,CG5118,FBgn0031317,4391
null,No Amplicon Gene Matches,,4392
CG5407,Sur-8,FBgn0038504,4393
CG5122,CG5122,FBgn0032471,4394
CG9143,CG9143,FBgn0034496,4395
CG11371,dbr,FBgn0067779,4396
CG8287,Rab8,FBgn0015796,4397
CG5155,CG5155,FBgn0031905,4398
CG5161,CG5161,FBgn0036573,4399
CG13279,Cyt-b5-r,FBgn0000406,4400
CG7831,ncd,FBgn0002924,4401
CG2051,CG2051,FBgn0037376,4402
