gene,fbgn,gene_transcript_start,fc3.count,fc4.count,fc5.count,fc6.count,p,q
CG15160,FBgn0032688,CG15160-PA-1717,1,0,6,8,0.00186178650727362,0.0231043050108354
CG15473,FBgn0029719,CG15473-PA-280,0,1,6,8,0.00186178650727362,0.0231043050108354
CG2747,FBgn0037541,CG2747-PA-5895,1,0,7,7,0.00186178650727362,0.0231043050108354
CG3632,FBgn0030735,CG3632-PE-1347,0,1,6,8,0.00186178650727362,0.0231043050108354
CG42389,FBgn0259735,CG42389-PE-5700,0,1,8,6,0.00186178650727362,0.0231043050108354
CG4901,FBgn0032194,CG4901-PA-1622,0,1,6,8,0.00186178650727362,0.0231043050108354
CG5270,FBgn0037897,CG5270-PB-5841,1,3,15,9,0.00185560123482717,0.0231043050108354
CG5745,FBgn0038855,CG5745-PA-318,1,0,7,7,0.00186178650727362,0.0231043050108354
CG7028,FBgn0027587,CG7028-PA-945,1,0,6,8,0.00186178650727362,0.0231043050108354
CG8032,FBgn0037606,CG8032-PA-1012,3,1,15,9,0.00185560123482717,0.0231043050108354
Cp190,FBgn0000283,Cp190-PA-213,0,1,6,8,0.00186178650727362,0.0231043050108354
eIF2B-beta,FBgn0024996,eIF2B-beta-PA-816,6,15,4,2,0.00185560123482717,0.0231043050108354
Grip,FBgn0029830,Grip-PA-2673,0,1,7,7,0.00186178650727362,0.0231043050108354
mio,FBgn0031399,mio-PA-1860,0,1,6,8,0.00186178650727362,0.0231043050108354
Msp-300,FBgn0261836,Msp-300-PD-36892,1,0,8,6,0.00186178650727362,0.0231043050108354
mthl10,FBgn0035132,mthl10-PA-711,0,1,8,6,0.00186178650727362,0.0231043050108354
mthl3,FBgn0028956,mthl3-PA-1084,1,0,6,8,0.00186178650727362,0.0231043050108354
noi,FBgn0014366,noi-PA-349,1,0,8,6,0.00186178650727362,0.0231043050108354
Oga,FBgn0038870,Oga-PA-2259,1,0,7,7,0.00186178650727362,0.0231043050108354
Rab30,FBgn0031882,Rab30-PA-62,0,1,8,6,0.00186178650727362,0.0231043050108354
Rel,FBgn0014018,Rel-PA-1936,6,6,1,0,0.00186178650727362,0.0231043050108354
sbr,FBgn0003321,sbr-PA-231,1,0,6,8,0.00186178650727362,0.0231043050108354
scat,FBgn0011232,scat-PA-1693,1,3,10,14,0.00185560123482717,0.0231043050108354
smg,FBgn0016070,smg-PD-3016,6,15,1,5,0.00185560123482717,0.0231043050108354
Spn5,FBgn0028984,Spn5-PA-138,0,1,8,6,0.00186178650727362,0.0231043050108354
Syx18,FBgn0039212,Syx18-PA-1129,0,1,8,6,0.00186178650727362,0.0231043050108354
Trip1,FBgn0015834,Trip1-PA-726,6,6,1,0,0.00186178650727362,0.0231043050108354
wupA,FBgn0004028,wupA-PA-114,5,7,1,0,0.00186178650727362,0.0231043050108354
CG5604,FBgn0032208,CG5604-PA-7938,353,376,388,329,0.00186301559113607,0.0231147005843096
CG12054,FBgn0039831,CG12054-PB-1002,38,43,70,79,0.00186977968812883,0.02319375106522
Cul-4,FBgn0033260,Cul-4-PA-2418,560,591,557,606,0.00187311009533724,0.0232301839585104
mth,FBgn0023000,mth-PA-990,42,89,156,143,0.00187892660076985,0.0232974275012105
CG1218,FBgn0037377,CG1218-PA-1296,249,241,226,240,0.00188108547179251,0.0233193001245008
CG7139,FBgn0027532,CG7139-PA-2439,107,115,187,165,0.00189128616495728,0.0234408349066206
RpL4,FBgn0003279,RpL4-PA-291,105,85,200,151,0.00189404514606089,0.0234701045396693
CG7966,FBgn0038115,CG7966-PA-439,33,31,19,21,0.00190079139644456,0.0235487598680979
CG12163,FBgn0260462,CG12163-PA-1250,289,296,431,416,0.00190752532048925,0.0236229721383631
Nrt,FBgn0004108,Nrt-PA-2032,49,70,117,101,0.00190758159991625,0.0236229721383631
Mi-2,FBgn0262519,Mi-2-PA-4456,7,4,28,11,0.00191336001509165,0.0236895630547762
CG6049,FBgn0037081,CG6049-PA-1540,497,501,518,485,0.00191854964116389,0.0237488377086265
Aats-glupro,FBgn0005674,Aats-glupro-PA-3813,5,4,0,0,0.00197519122561339,0.023772334094615
Arf72A,FBgn0000115,Arf72A-PA-367,5,4,0,0,0.00197519122561339,0.023772334094615
ari-1,FBgn0017418,ari-1-PA-1087,0,0,6,5,0.00197519122561339,0.023772334094615
Atf6,FBgn0033010,Atf6-PA-1862,0,0,6,5,0.00197519122561339,0.023772334094615
BHD,FBgn0261111,BHD-PA-936,4,5,0,0,0.00197519122561339,0.023772334094615
botv,FBgn0027535,botv-PA-2181,5,4,0,0,0.00197519122561339,0.023772334094615
CalpB,FBgn0025866,CalpB-PA-17,0,0,6,5,0.00197519122561339,0.023772334094615
Cdk9,FBgn0019949,Cdk9-PA-9,0,0,5,6,0.00197519122561339,0.023772334094615
CG10277,FBgn0037442,CG10277-PA-791,0,0,6,5,0.00197519122561339,0.023772334094615
CG10333,FBgn0032690,CG10333-PA-1921,0,0,6,5,0.00197519122561339,0.023772334094615
CG10559,FBgn0039323,CG10559-PB-257,5,4,0,0,0.00197519122561339,0.023772334094615
CG10561,FBgn0002036,CG10561-PA-408,0,0,6,5,0.00197519122561339,0.023772334094615
CG11208,FBgn0034488,CG11208-PA-1531,5,4,0,0,0.00197519122561339,0.023772334094615
CG11486,FBgn0035397,CG11486-PA-292,0,0,6,5,0.00197519122561339,0.023772334094615
CG11526,FBgn0035437,CG11526-PA-2128,5,4,0,0,0.00197519122561339,0.023772334094615
CG11854,FBgn0039299,CG11854-PA-618,0,0,5,6,0.00197519122561339,0.023772334094615
CG11986,FBgn0037656,CG11986-PA-334,4,5,0,0,0.00197519122561339,0.023772334094615
CG12107,FBgn0033209,CG12107-PA-318,36,32,22,21,0.00195806727545109,0.023772334094615
CG13773,FBgn0042092,CG13773-PA-347,4,5,0,0,0.00197519122561339,0.023772334094615
CG1635,FBgn0039854,CG1635-PA-1170,5,4,0,0,0.00197519122561339,0.023772334094615
CG1663,FBgn0033449,CG1663-PA-22,5,4,0,0,0.00197519122561339,0.023772334094615
CG16736,FBgn0037668,CG16736-PA-145,5,4,0,0,0.00197519122561339,0.023772334094615
CG16790,FBgn0037713,CG16790-PA-201,0,0,6,5,0.00197519122561339,0.023772334094615
CG16935,FBgn0033883,CG16935-PA-973,40,46,25,35,0.00197232715660267,0.023772334094615
CG2790,FBgn0027599,CG2790-PA-886,0,0,6,5,0.00197519122561339,0.023772334094615
CG3071,FBgn0023527,CG3071-PA-310,0,0,5,6,0.00197519122561339,0.023772334094615
CG31048,FBgn0051048,CG31048-PB-5556,5,4,0,0,0.00197519122561339,0.023772334094615
CG31102,FBgn0051102,CG31102-PA-1035,0,0,6,5,0.00197519122561339,0.023772334094615
CG3225,FBgn0031631,CG3225-PA-891,5,4,0,0,0.00197519122561339,0.023772334094615
CG32685,FBgn0052685,CG32685-PC-4878,0,0,6,5,0.00197519122561339,0.023772334094615
CG3419,FBgn0035002,CG3419-PA-2103,15,9,29,34,0.00195819494820689,0.023772334094615
CG34325,FBgn0085354,CG34325-PA-259,4,5,0,0,0.00197519122561339,0.023772334094615
CG3500,FBgn0034849,CG3500-PA-232,0,0,6,5,0.00197519122561339,0.023772334094615
CG3511,FBgn0035027,CG3511-PA-1534,0,0,6,5,0.00197519122561339,0.023772334094615
CG3590,FBgn0038467,CG3590-PA-525,0,0,5,6,0.00197519122561339,0.023772334094615
CG3907,FBgn0034958,CG3907-PA-890,4,5,0,0,0.00197519122561339,0.023772334094615
CG42540,FBgn0260657,CG42540-PG-1548,4,5,0,0,0.00197519122561339,0.023772334094615
CG42593,FBgn0260970,CG42593-PA-5502,0,0,6,5,0.00197519122561339,0.023772334094615
CG42856,FBgn0262103,CG42856-PB-4000,5,4,0,0,0.00197519122561339,0.023772334094615
CG4582,FBgn0039344,CG4582-PA-521,5,4,0,0,0.00197519122561339,0.023772334094615
CG4751,FBgn0032348,CG4751-PA-3804,5,4,0,0,0.00197519122561339,0.023772334094615
CG4789,FBgn0030792,CG4789-PA-355,4,3,15,14,0.00196268329051225,0.023772334094615
CG4877,FBgn0036624,CG4877-PA-3100,210,166,153,145,0.00193939716180365,0.023772334094615
CG5191,FBgn0038803,CG5191-PA-759,4,5,0,0,0.00197519122561339,0.023772334094615
CG5214,FBgn0037891,CG5214-PA-327,0,0,6,5,0.00197519122561339,0.023772334094615
CG5274,FBgn0036987,CG5274-PA-1000,0,0,5,6,0.00197519122561339,0.023772334094615
CG5604,FBgn0032208,CG5604-PA-4968,4,5,0,0,0.00197519122561339,0.023772334094615
CG5690,FBgn0035295,CG5690-PA-1972,5,4,0,0,0.00197519122561339,0.023772334094615
CG5830,FBgn0036556,CG5830-PA-536,4,5,0,0,0.00197519122561339,0.023772334094615
CG6454,FBgn0039187,CG6454-PC-4111,0,0,6,5,0.00197519122561339,0.023772334094615
CG6569,FBgn0038909,CG6569-PA-1149,0,0,6,5,0.00197519122561339,0.023772334094615
CG6700,FBgn0032305,CG6700-PA-813,5,4,0,0,0.00197519122561339,0.023772334094615
CG7102,FBgn0031961,CG7102-PA-832,5,4,0,0,0.00197519122561339,0.023772334094615
CG7206,FBgn0030892,CG7206-PB-1075,4,5,0,0,0.00197519122561339,0.023772334094615
CG7402,FBgn0036768,CG7402-PA-1297,4,5,0,0,0.00197519122561339,0.023772334094615
CG7466,FBgn0031981,CG7466-PA-7978,5,4,0,0,0.00197519122561339,0.023772334094615
CG7713,FBgn0038545,CG7713-PA-489,4,5,0,0,0.00197519122561339,0.023772334094615
CG7927,FBgn0027549,CG7927-PA-800,0,0,6,5,0.00197519122561339,0.023772334094615
CG8036,FBgn0037607,CG8036-PB-382,0,0,5,6,0.00197519122561339,0.023772334094615
CG8112,FBgn0037612,CG8112-PA-1395,4,5,0,0,0.00197519122561339,0.023772334094615
CG8207,FBgn0034035,CG8207-PA-724,4,5,0,0,0.00197519122561339,0.023772334094615
CG8507,FBgn0037756,CG8507-PA-183,4,5,0,0,0.00197519122561339,0.023772334094615
CG8678,FBgn0032935,CG8678-PA-279,5,2,15,14,0.00196268329051225,0.023772334094615
CG8939,FBgn0030720,CG8939-PA-2118,34,22,58,59,0.00194372742256351,0.023772334094615
CG9318,FBgn0032880,CG9318-PA-1197,13,12,4,5,0.00196268329051225,0.023772334094615
chif,FBgn0000307,chif-PA-1416,0,0,5,6,0.00197519122561339,0.023772334094615
chm,FBgn0028387,chm-PA-856,4,5,0,0,0.00197519122561339,0.023772334094615
cin,FBgn0000316,cin-PA-1159,5,4,0,0,0.00197519122561339,0.023772334094615
comm,FBgn0010105,comm-PA-391,0,0,5,6,0.00197519122561339,0.023772334094615
Cont,FBgn0037240,Cont-PA-2477,4,5,0,0,0.00197519122561339,0.023772334094615
Cyp301a1,FBgn0033753,Cyp301a1-PA-1263,5,4,0,0,0.00197519122561339,0.023772334094615
dare,FBgn0015582,dare-PA-1173,7,14,22,34,0.00192699589253334,0.023772334094615
Dot,FBgn0015663,Dot-PA-1408,4,5,0,0,0.00197519122561339,0.023772334094615
dp,FBgn0053196,dp-PC-11573,5,4,0,0,0.00197519122561339,0.023772334094615
dre4,FBgn0002183,dre4-PA-2716,5,4,0,0,0.00197519122561339,0.023772334094615
Dref,FBgn0015664,Dref-PA-495,4,5,0,0,0.00197519122561339,0.023772334094615
ear,FBgn0026441,ear-PA-669,0,0,6,5,0.00197519122561339,0.023772334094615
eIF-2beta,FBgn0004926,eIF-2beta-PA-586,5,4,0,0,0.00197519122561339,0.023772334094615
Eip74EF,FBgn0000567,Eip74EF-PA-2349,15,23,8,10,0.00195637895748988,0.023772334094615
elm,FBgn0037358,elm-PA-252,4,5,0,0,0.00197519122561339,0.023772334094615
Etl1,FBgn0032157,Etl1-PA-2034,31,23,14,16,0.00195819494820689,0.023772334094615
exu,FBgn0000615,exu-PA-395,0,0,5,6,0.00197519122561339,0.023772334094615
fdl,FBgn0045063,fdl-PB-164,0,0,6,5,0.00197519122561339,0.023772334094615
Fibp,FBgn0036911,Fibp-PB-469,0,0,6,5,0.00197519122561339,0.023772334094615
Fs,FBgn0259878,Fs-PA-813,5,4,0,0,0.00197519122561339,0.023772334094615
fzy,FBgn0001086,fzy-PA-28,0,0,6,5,0.00197519122561339,0.023772334094615
Gcn2,FBgn0019990,Gcn2-PA-2953,0,0,6,5,0.00197519122561339,0.023772334094615
Gdi,FBgn0004868,Gdi-PA-390,3,4,15,14,0.00196268329051225,0.023772334094615
Ge-1,FBgn0032340,Ge-1-PA-2435,0,0,6,5,0.00197519122561339,0.023772334094615
Got1,FBgn0001124,Got1-PA-1036,0,0,5,6,0.00197519122561339,0.023772334094615
Gpdh,FBgn0001128,Gpdh-PB-1045,0,0,5,6,0.00197519122561339,0.023772334094615
Gpo-1,FBgn0022160,Gpo-1-PA-2094,4,3,13,16,0.00196268329051225,0.023772334094615
Gr61a,FBgn0035167,Gr61a-PA-663,0,0,6,5,0.00197519122561339,0.023772334094615
HLHmdelta,FBgn0002734,HLHmdelta-PA-396,5,4,0,0,0.00197519122561339,0.023772334094615
Hmu,FBgn0015737,Hmu-PA-42,0,0,6,5,0.00197519122561339,0.023772334094615
ik2,FBgn0086657,ik2-PA-1723,0,0,5,6,0.00197519122561339,0.023772334094615
IP3K2,FBgn0085388,IP3K2-PA-1467,11,10,32,24,0.00194260416400777,0.023772334094615
janA,FBgn0001280,janA-PA-52,5,4,0,0,0.00197519122561339,0.023772334094615
kdn,FBgn0261955,kdn-PA-462,33,18,59,51,0.00197016448861356,0.023772334094615
lin-52,FBgn0029800,lin-52-PA-453,5,4,0,0,0.00197519122561339,0.023772334094615
Mi-2,FBgn0262519,Mi-2-PA-2865,3,4,15,14,0.00196268329051225,0.023772334094615
Mocs2,FBgn0039280,Mocs2-PA-859,0,0,5,6,0.00197519122561339,0.023772334094615
Msp-300,FBgn0261836,Msp-300-PE-26515,0,0,6,5,0.00197519122561339,0.023772334094615
Mst36Fb,FBgn0261349,Mst36Fb-PB-678,0,0,6,5,0.00197519122561339,0.023772334094615
Nc,FBgn0026404,Nc-PA-183,5,4,0,0,0.00197519122561339,0.023772334094615
Nep2,FBgn0027570,Nep2-PA-81,0,0,5,6,0.00197519122561339,0.023772334094615
Nipped-A,FBgn0053554,Nipped-A-PA-2853,90,5,7,7,0.00196436310644968,0.023772334094615
nudE,FBgn0036059,nudE-PB-840,41,45,25,35,0.00197232715660267,0.023772334094615
pdm2,FBgn0004394,pdm2-PB-1135,0,0,6,5,0.00197519122561339,0.023772334094615
pex12,FBgn0031282,pex12-PA-421,5,4,0,0,0.00197519122561339,0.023772334094615
pgant8,FBgn0036529,pgant8-PA-1185,0,0,5,6,0.00197519122561339,0.023772334094615
Pngl,FBgn0033050,Pngl-PA-1800,0,0,5,6,0.00197519122561339,0.023772334094615
Pros25,FBgn0086134,Pros25-PA-219,1138,1207,1273,1172,0.00193481819150742,0.023772334094615
pUf68,FBgn0028577,pUf68-PA-463,0,0,6,5,0.00197519122561339,0.023772334094615
qkr58E-1,FBgn0022986,qkr58E-1-PA-699,92,91,75,77,0.00194069049006333,0.023772334094615
rasp,FBgn0024194,rasp-PA-1124,5,4,0,0,0.00197519122561339,0.023772334094615
Rcd5,FBgn0035489,Rcd5-PA-121,0,0,6,5,0.00197519122561339,0.023772334094615
Rel,FBgn0014018,Rel-PA-2236,0,0,5,6,0.00197519122561339,0.023772334094615
Rnp4F,FBgn0014024,Rnp4F-PA-763,0,0,6,5,0.00197519122561339,0.023772334094615
rn,FBgn0259172,rn-PC-1650,66,64,107,114,0.00195370027612727,0.023772334094615
RnpS1,FBgn0037707,RnpS1-PA-831,4,5,0,0,0.00197519122561339,0.023772334094615
Rox8,FBgn0005649,Rox8-PB-847,4,5,0,0,0.00197519122561339,0.023772334094615
RpL7,FBgn0005593,RpL7-PA-586,5076,5868,8436,8192,0.00193850160507448,0.023772334094615
Rpn2,FBgn0028692,Rpn2-PA-1500,0,0,6,5,0.00197519122561339,0.023772334094615
Rpn6,FBgn0028689,Rpn6-PA-345,4,5,0,0,0.00197519122561339,0.023772334094615
Sgs4,FBgn0003374,Sgs4-PB-116,4,5,0,0,0.00197519122561339,0.023772334094615
SMC2,FBgn0027783,SMC2-PA-996,5,4,0,0,0.00197519122561339,0.023772334094615
SPoCk,FBgn0052451,SPoCk-PA-1869,5,4,0,0,0.00197519122561339,0.023772334094615
Ssdp,FBgn0011481,Ssdp-PA-556,0,0,5,6,0.00197519122561339,0.023772334094615
Sur-8,FBgn0038504,Sur-8-PA-1485,0,0,5,6,0.00197519122561339,0.023772334094615
sut1,FBgn0028563,sut1-PA-1209,4,5,0,0,0.00197519122561339,0.023772334094615
Tfb4,FBgn0031309,Tfb4-PA-384,4,5,0,0,0.00197519122561339,0.023772334094615
Tsc1,FBgn0026317,Tsc1-PA-2145,4,5,0,0,0.00197519122561339,0.023772334094615
Uch,FBgn0010288,Uch-PA-621,17,19,34,49,0.00197459060160412,0.023772334094615
wde,FBgn0027499,wde-PA-2021,0,0,5,6,0.00197519122561339,0.023772334094615
ytr,FBgn0021895,ytr-PA-488,4,5,0,0,0.00197519122561339,0.023772334094615
aur,FBgn0000147,aur-PA-243,16,21,8,10,0.00197765188228249,0.0237922519584109
CG2982,FBgn0029704,CG2982-PB-1794,15,22,10,8,0.00197765188228249,0.0237922519584109
CG1427,FBgn0037347,CG1427-PC-277,7,2,18,15,0.0019799513911429,0.0238005229509704
CG34133,FBgn0083969,CG34133-PB-2136,11,18,5,6,0.0019799513911429,0.0238005229509704
lox,FBgn0039848,lox-PA-702,5,4,20,13,0.0019799513911429,0.0238005229509704
Nc73EF,FBgn0010352,Nc73EF-PA-1539,3,6,13,20,0.0019799513911429,0.0238005229509704
CG8771,FBgn0033766,CG8771-PB-5307,129,147,124,121,0.00198403027641672,0.0238350000131446
ko,FBgn0020294,ko-PA-3030,237,228,470,339,0.00198381978660819,0.0238350000131446
Vdup1,FBgn0035103,Vdup1-PA-784,100,103,175,150,0.00198403027641672,0.0238350000131446
tgo,FBgn0015014,tgo-PA-1344,105,98,194,156,0.00198522228869021,0.0238444697834993
EDTP,FBgn0027506,EDTP-PA-1863,82,96,69,78,0.00199062753714404,0.0239045305182295
CG15744,FBgn0030466,CG15744-PA-4171,17,21,46,37,0.00199353016679926,0.0239345201445072
alien,FBgn0013746,alien-PA-855,329,326,311,328,0.00199408012723738,0.0239362569419482
Ef1gamma,FBgn0029176,Ef1gamma-PA-1017,3249,3382,3648,3420,0.00199570617289407,0.0239509073681727
IP3K2,FBgn0085388,IP3K2-PA-1918,171,176,283,242,0.00199660473964325,0.0239568229812781
CG3630,FBgn0023540,CG3630-PA-72,216,242,214,219,0.00200469934650957,0.024049062361601
CkIalpha,FBgn0015024,CkIalpha-PA-618,30,38,71,59,0.0020069604039156,0.024071297224705
CG6621,FBgn0037855,CG6621-PA-1852,16,25,47,41,0.00201005017031022,0.0240985673889933
Gr66a,FBgn0035870,Gr66a-PB-427,39,36,27,23,0.00201005017031022,0.0240985673889933
Actr13E,FBgn0011741,Actr13E-PA-546,0,1,10,4,0.00202153035280934,0.024108953872418
CG11576,FBgn0039882,CG11576-PA-600,9,3,0,1,0.00202153035280934,0.024108953872418
CG11851,FBgn0039293,CG11851-PA-1626,15,15,7,5,0.0020204811030527,0.024108953872418
CG12811,FBgn0037779,CG12811-PA-380,7,3,19,16,0.0020204811030527,0.024108953872418
CG13900,FBgn0035162,CG13900-PA-490,0,1,9,5,0.00202153035280934,0.024108953872418
CG1399,FBgn0033212,CG1399-PA-237,1,0,4,10,0.00202153035280934,0.024108953872418
CG14440,FBgn0029894,CG14440-PA-148,6,10,24,22,0.00201871289023938,0.024108953872418
CG17141,FBgn0039020,CG17141-PA-78,1,0,11,3,0.00202153035280934,0.024108953872418
CG17184,FBgn0037884,CG17184-PA-220,1,0,2,12,0.00202153035280934,0.024108953872418
CG18809,FBgn0042132,CG18809-PA-409,68,49,46,38,0.00201654622815829,0.024108953872418
CG2277,FBgn0035204,CG2277-PA-1113,3,7,20,15,0.0020204811030527,0.024108953872418
CG31715,FBgn0051715,CG31715-PA-191,8,4,1,0,0.00202153035280934,0.024108953872418
CG31919,FBgn0031674,CG31919-PB-735,1,0,10,4,0.00202153035280934,0.024108953872418
CG4554,FBgn0034734,CG4554-PA-5067,8,4,0,1,0.00202153035280934,0.024108953872418
CG4872,FBgn0030799,CG4872-PA-349,4,6,18,17,0.0020204811030527,0.024108953872418
cg,FBgn0000289,cg-PA-1092,0,1,11,3,0.00202153035280934,0.024108953872418
Clic,FBgn0030529,Clic-PA-493,0,1,4,10,0.00202153035280934,0.024108953872418
eas,FBgn0000536,eas-PA-876,146,155,141,130,0.00201253734498391,0.024108953872418
Myt1,FBgn0040298,Myt1-PA-882,0,1,3,11,0.00202153035280934,0.024108953872418
RpI1,FBgn0019938,RpI1-PA-3895,9,7,27,19,0.00201871289023938,0.024108953872418
Ugt37a1,FBgn0026756,Ugt37a1-PA-604,21,22,12,10,0.00202108442661148,0.024108953872418
unc79,FBgn0038693,unc79-PB-6679,1,0,10,4,0.00202153035280934,0.024108953872418
viaf,FBgn0036237,viaf-PA-406,4,8,0,1,0.00202153035280934,0.024108953872418
vir,FBgn0003977,vir-PA-3327,1,0,11,3,0.00202153035280934,0.024108953872418
yin,FBgn0015565,yin-PA-720,1,0,4,10,0.00202153035280934,0.024108953872418
yrt,FBgn0004049,yrt-PA-2112,19,24,11,11,0.00202108442661148,0.024108953872418
baz,FBgn0000163,baz-PA-3954,0,0,3,8,0.00208871149895577,0.024110349488572
beg,FBgn0036691,beg-PA-591,0,0,2,9,0.00208871149895577,0.024110349488572
betaCop,FBgn0008635,betaCop-PA-171,0,0,7,4,0.00208871149895577,0.024110349488572
Bgb,FBgn0013753,Bgb-PA-219,7,2,0,0,0.00208871149895577,0.024110349488572
blot,FBgn0027660,blot-PA-1488,0,0,7,4,0.00208871149895577,0.024110349488572
BRWD3,FBgn0011785,BRWD3-PA-3447,0,0,3,8,0.00208871149895577,0.024110349488572
c(3)G,FBgn0000246,c(3)G-PA-124,2,7,0,0,0.00208871149895577,0.024110349488572
CalpA,FBgn0012051,CalpA-PB-1653,0,0,7,4,0.00208871149895577,0.024110349488572
Cap-D3,FBgn0051989,Cap-D3-PA-3525,0,0,2,9,0.00208871149895577,0.024110349488572
capt,FBgn0261458,capt-PA-690,292,295,419,429,0.00208900840416239,0.024110349488572
CG10283,FBgn0032681,CG10283-PA-2112,6,3,0,0,0.00208871149895577,0.024110349488572
CG10340,FBgn0022344,CG10340-PA-648,68,66,49,56,0.0020541238716513,0.024110349488572
CG10341,FBgn0032701,CG10341-PA-1534,6,3,0,0,0.00208871149895577,0.024110349488572
CG10496,FBgn0034631,CG10496-PA-2208,3,6,0,0,0.00208871149895577,0.024110349488572
CG10992,FBgn0030521,CG10992-PA-730,3,6,0,0,0.00208871149895577,0.024110349488572
CG11125,FBgn0033174,CG11125-PA-577,0,0,3,8,0.00208871149895577,0.024110349488572
CG12267,FBgn0038057,CG12267-PA-1362,61,68,57,44,0.00206118878965067,0.024110349488572
CG12299,FBgn0032295,CG12299-PA-200,0,0,4,7,0.00208871149895577,0.024110349488572
CG13027,FBgn0036681,CG13027-PB-693,8,1,0,0,0.00208871149895577,0.024110349488572
CG1311,FBgn0035523,CG1311-PA-558,0,0,7,4,0.00208871149895577,0.024110349488572
CG13343,FBgn0033882,CG13343-PA-480,8,8,18,29,0.00208096340064906,0.024110349488572
CG13506,FBgn0034723,CG13506-PA-372,3,6,0,0,0.00208871149895577,0.024110349488572
CG13550,FBgn0034853,CG13550-PA-3150,0,0,4,7,0.00208871149895577,0.024110349488572
CG13751,FBgn0033340,CG13751-PA-10,0,0,3,8,0.00208871149895577,0.024110349488572
CG13921,FBgn0035267,CG13921-PB-261,3,6,0,0,0.00208871149895577,0.024110349488572
CG14285,FBgn0038674,CG14285-PA-306,3,6,0,0,0.00208871149895577,0.024110349488572
CG14299,FBgn0038651,CG14299-PC-5596,0,0,3,8,0.00208871149895577,0.024110349488572
CG14410,FBgn0030583,CG14410-PA-113,6,3,0,0,0.00208871149895577,0.024110349488572
CG14667,FBgn0037317,CG14667-PB-903,46,61,40,39,0.002086968954333,0.024110349488572
CG14749,FBgn0033316,CG14749-PA-1780,6,3,0,0,0.00208871149895577,0.024110349488572
CG14861,FBgn0038280,CG14861-PA-736,2,7,0,0,0.00208871149895577,0.024110349488572
CG14984,FBgn0035480,CG14984-PB-145,16,25,11,9,0.00208096340064906,0.024110349488572
CG15445,FBgn0031161,CG15445-PA-1510,8,1,0,0,0.00208871149895577,0.024110349488572
CG15629,FBgn0031630,CG15629-PA-679,0,0,3,8,0.00208871149895577,0.024110349488572
CG1607,FBgn0039844,CG1607-PA-1122,0,0,4,7,0.00208871149895577,0.024110349488572
CG17180,FBgn0035140,CG17180-PA-897,3,6,0,0,0.00208871149895577,0.024110349488572
CG1908,FBgn0030274,CG1908-PA-1775,38,33,69,66,0.00203497578000553,0.024110349488572
CG30022,FBgn0050022,CG30022-PB-730,0,0,3,8,0.00208871149895577,0.024110349488572
CG30122,FBgn0050122,CG30122-PB-531,0,0,9,2,0.00208871149895577,0.024110349488572
CG3065,FBgn0034946,CG3065-PA-66,0,0,4,7,0.00208871149895577,0.024110349488572
CG31121,FBgn0051121,CG31121-PA-1980,3,6,0,0,0.00208871149895577,0.024110349488572
CG31221,FBgn0051221,CG31221-PA-123,0,0,7,4,0.00208871149895577,0.024110349488572
CG31495,FBgn0051495,CG31495-PA-286,0,0,8,3,0.00208871149895577,0.024110349488572
CG31650,FBgn0031673,CG31650-PA-337,31,30,21,17,0.00203426945704771,0.024110349488572
CG32103,FBgn0052103,CG32103-PA-1194,0,0,7,4,0.00208871149895577,0.024110349488572
CG32111,FBgn0052111,CG32111-PA-466,0,0,2,9,0.00208871149895577,0.024110349488572
CG32533,FBgn0052533,CG32533-PA-3141,0,0,7,4,0.00208871149895577,0.024110349488572
CG33116,FBgn0053116,CG33116-PA-825,7,2,0,0,0.00208871149895577,0.024110349488572
CG33267,FBgn0053267,CG33267-PB-188,3,6,0,0,0.00208871149895577,0.024110349488572
CG33687,FBgn0053687,CG33687-PA-423,6,3,0,0,0.00208871149895577,0.024110349488572
CG34027,FBgn0054027,CG34027-PA-1000,0,0,4,7,0.00208871149895577,0.024110349488572
